,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_home,avg_balance,q1_balance,q2_balance,q3_balance,q4_balance
3850,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Six,Yes,861,971,787,979,707
3851,No,Air Miles,Letter,High,One,No,Medium,Two,Two,Four,Yes,1078,612,858,1120,1724
3852,No,Cash Back,Postcard,Medium,One,No,Low,Two,One,Four,Yes,911,1628,1174,750,95
3853,No,Points,Letter,Low,Two,No,High,Two,Two,Six,Yes,231,72,52,352,451
3854,No,Points,Postcard,Medium,One,No,High,Two,One,Two,Yes,946,1981,1145,614,46
3855,No,Points,Postcard,Low,One,No,Medium,Two,One,Two,Yes,1028,1510,1395,979,231
3856,No,Points,Letter,Medium,One,Yes,High,Two,One,Three,Yes,760,925,569,948,600
3857,No,Cash Back,Letter,Medium,Two,No,Low,One,One,Five,Yes,1507,1221,1258,1731,1819
3858,No,Air Miles,Letter,High,One,Yes,Medium,One,One,Three,Yes,1530,669,1872,2270,1310
3859,No,Points,Postcard,High,One,No,Medium,Three,One,Two,Yes,844,946,565,917,951
3860,No,Cash Back,Letter,Medium,One,No,Low,One,One,Three,No,260,435,95,334,176
3861,No,Cash Back,Postcard,Low,One,No,High,Two,One,Three,Yes,875,1603,1241,566,90
3862,No,Points,Postcard,Medium,Two,No,High,Two,One,Four,Yes,1149,1619,1435,952,592
3863,No,Cash Back,Postcard,High,One,No,High,Two,One,Two,Yes,899,1732,1090,564,212
3864,Yes,Points,Postcard,Low,One,No,Medium,Two,One,Three,Yes,1157,636,1368,1095,1530
3865,No,Air Miles,Postcard,Low,Two,No,High,Two,One,Four,No,850,1639,1002,675,85
3866,No,Cash Back,Letter,High,One,No,High,Three,One,Three,Yes,1726,1586,1500,1917,1904
3867,No,Air Miles,Postcard,High,One,Yes,Low,One,Two,Two,No,1534,916,1397,1653,2173
3868,No,Cash Back,Postcard,High,One,No,Medium,Three,One,Three,No,979,1548,1034,928,407
3869,No,Points,Postcard,High,One,No,Low,Two,One,Four,Yes,703,671,772,769,601
3870,Yes,Air Miles,Postcard,Low,Two,No,Low,One,Two,Two,No,980,1976,1138,696,113
3871,No,Points,Postcard,Medium,One,No,Low,One,One,Four,Yes,988,1447,856,974,676
3872,No,Points,Postcard,Medium,Three,Yes,High,Two,One,Three,Yes,1207,1676,917,1296,939
3873,Yes,Cash Back,Postcard,Medium,One,No,Low,One,One,Four,No,930,1343,1471,714,192
3874,No,Points,Postcard,Medium,One,No,High,Three,One,Three,No,1024,1999,1440,558,102
3875,No,Cash Back,Letter,Low,One,Yes,Medium,Two,One,Three,No,1122,536,1232,2162,561
3876,No,Cash Back,Postcard,Low,One,No,Medium,One,Two,Six,Yes,1235,2110,1606,509,715
3877,No,Cash Back,Postcard,High,One,No,Low,Two,One,Four,No,1046,296,1176,1914,800
3878,No,Cash Back,Postcard,High,One,Yes,High,Two,Two,Six,No,910,991,982,880,790
3879,No,Cash Back,Postcard,Medium,One,Yes,Medium,One,One,Three,No,746,528,716,894,848
3880,No,Air Miles,Letter,Medium,One,No,High,Three,One,Four,Yes,374,296,406,341,453
3881,No,Cash Back,Letter,Low,One,No,Medium,Two,One,Five,Yes,191,80,28,300,356
3882,No,Air Miles,Letter,Low,One,No,High,Two,Two,Six,No,876,1530,1213,647,114
3883,No,Air Miles,Letter,High,One,No,Low,Two,One,Three,Yes,1157,825,1498,1717,588
3884,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,No,894,906,884,857,932
3885,No,Cash Back,Letter,Medium,Two,No,Low,Three,Two,Three,Yes,1264,348,1404,1968,1336
3886,No,Cash Back,Letter,Low,One,No,Low,One,One,Two,Yes,1185,1594,1676,983,489
3887,No,Air Miles,Postcard,Low,One,No,Medium,Four,One,One,No,1251,426,1101,1578,1899
3888,No,Cash Back,Postcard,Low,One,No,Low,One,One,Five,Yes,919,1626,1338,655,57
3889,No,Points,Letter,Low,One,No,High,Two,One,Two,No,1061,865,1215,1304,861
3890,No,Air Miles,Letter,High,One,No,Medium,One,One,Four,No,1050,565,1158,1844,634
3891,No,Cash Back,Postcard,High,One,No,High,Two,Two,Four,No,1068,781,640,1411,1440
3892,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Three,No,936,1370,1099,711,566
3893,No,Air Miles,Postcard,Medium,Two,No,Low,One,One,Five,Yes,1203,469,1478,1791,1074
3894,No,Cash Back,Postcard,Medium,Two,No,Low,One,Two,Five,Yes,717,879,726,672,591
3895,No,Air Miles,Postcard,Medium,One,Yes,High,Two,Two,Four,Yes,1187,1465,1355,1319,609
3896,No,Air Miles,Postcard,Low,One,Yes,Low,Two,One,Two,Yes,750,908,785,683,627
3897,No,Cash Back,Postcard,Medium,Two,No,High,One,One,Two,No,988,1740,1271,906,38
3898,Yes,Air Miles,Postcard,Low,One,No,Low,Two,One,Four,No,1205,118,1621,1839,1243
3899,No,Points,Postcard,Medium,One,No,Low,Two,One,Four,No,1053,2000,847,795,571
3900,No,Air Miles,Letter,Medium,Two,No,Low,One,One,Four,Yes,1159,720,1834,1661,424
3901,No,Air Miles,Letter,Medium,Two,No,High,One,Two,Three,Yes,959,1293,1399,596,551
3902,No,Points,Postcard,High,One,No,Low,Two,One,Three,Yes,861,52,585,1665,1145
3903,No,Air Miles,Letter,High,Two,No,High,One,Two,Three,Yes,1263,570,667,2141,1676
3904,No,Air Miles,Letter,Medium,Two,No,High,Two,One,Four,Yes,1099,689,1136,1614,959
3905,No,Points,Postcard,High,One,No,Medium,One,One,One,Yes,1266,756,1753,2057,501
3906,No,Cash Back,Letter,Medium,Two,Yes,Low,Two,One,Five,Yes,989,46,1141,2115,655
3907,No,Air Miles,Letter,Low,One,No,Medium,Two,One,Five,Yes,115,156,106,151,49
3908,No,Points,Postcard,Medium,One,No,High,Three,One,Six,Yes,1461,1950,1572,1400,922
3909,No,Cash Back,Letter,High,One,No,High,Two,One,Three,No,1206,949,1159,1401,1316
3910,No,Points,Postcard,Medium,One,No,Medium,One,One,Six,No,1285,592,1646,1930,975
3911,No,Cash Back,Letter,Medium,One,Yes,Low,Two,One,Two,No,1094,883,658,1381,1456
3912,No,Cash Back,Letter,High,Two,No,High,Three,One,Two,Yes,925,524,906,1496,775
3913,Yes,Points,Letter,High,One,No,Low,One,One,One,Yes,212,488,294,40,26
3914,No,Air Miles,Postcard,High,One,No,Low,One,One,Five,Yes,1087,1194,626,898,1633
3915,No,Points,Postcard,Low,One,No,Medium,Three,One,Five,Yes,1149,1849,1367,970,412
3916,No,Points,Postcard,High,One,No,Low,Two,One,Three,Yes,229,31,389,82,416
3917,No,Air Miles,Postcard,High,Two,Yes,Medium,One,Two,Five,No,1104,1874,1125,948,472
3918,No,Points,Postcard,High,One,No,Medium,Two,One,Five,Yes,1115,692,1587,1381,802
3919,No,Points,Postcard,Low,Two,No,High,Two,One,Four,Yes,1265,518,727,1763,2052
3920,No,Cash Back,Letter,High,One,No,Medium,Two,One,Three,No,1293,1261,864,1866,1184
3921,No,Air Miles,Postcard,Medium,One,No,High,Two,One,Four,No,1186,2049,1224,846,628
3922,No,Points,Postcard,Medium,One,No,Low,One,One,Four,No,1733,1583,1711,1924,1717
3923,No,Air Miles,Postcard,Medium,One,Yes,Low,Two,One,Three,Yes,1387,1457,1766,1810,518
3924,No,Air Miles,Letter,Medium,One,No,High,One,One,Three,Yes,1287,1927,1270,917,1034
3925,No,Cash Back,Postcard,Medium,One,No,Medium,Three,Two,Three,Yes,1039,1849,1143,942,224
3926,No,Air Miles,Letter,Medium,Two,No,Medium,Two,One,One,Yes,191,157,27,117,465
3927,No,Cash Back,Letter,Medium,One,No,Medium,Three,Two,Four,Yes,878,1581,1242,634,57
3928,No,Air Miles,Postcard,Low,One,No,High,Two,One,Four,Yes,875,802,962,827,912
3929,No,Cash Back,Postcard,Medium,One,No,Low,Four,One,Four,Yes,1372,950,1296,1702,1540
3930,No,Air Miles,Postcard,High,One,No,High,Two,One,Four,Yes,1090,597,1302,1097,1367
3931,No,Cash Back,Postcard,High,One,No,High,Two,One,Four,Yes,953,532,1391,1240,652
3932,No,Points,Postcard,High,One,No,Low,Two,One,Two,No,1152,1117,867,1269,1357
3933,No,Air Miles,Letter,Medium,One,No,High,Two,Two,Two,Yes,1031,1624,1363,776,364
3934,No,Cash Back,Postcard,Low,One,No,Medium,Two,One,Six,Yes,1335,1494,1611,908,1330
3935,No,Air Miles,Letter,Medium,One,No,High,Two,One,Three,No,311,417,141,340,349
3936,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Three,No,728,862,854,680,516
3937,No,Cash Back,Letter,Low,One,No,High,Two,One,Four,Yes,1177,1963,811,1347,587
3938,No,Air Miles,Postcard,High,One,No,High,Three,One,Two,Yes,758,900,553,895,684
3939,No,Points,Letter,Medium,One,No,Low,Three,One,Five,No,1189,542,1206,1411,1598
3940,No,Points,Postcard,Low,One,No,Medium,Three,One,Four,Yes,1272,1385,1145,2058,501
3941,No,Cash Back,Postcard,Medium,One,No,Low,One,One,Three,No,1060,1576,1144,1329,192
3942,No,Air Miles,Postcard,High,Three,No,Low,One,One,Four,No,990,1930,1260,633,140
3943,No,Points,Postcard,High,One,No,High,Two,One,Two,No,752,929,606,696,779
3944,No,Air Miles,Letter,Medium,One,No,Medium,One,Two,Two,Yes,296,233,296,318,337
3945,No,Points,Postcard,Medium,One,No,High,Three,One,Four,Yes,1071,598,1206,917,1565
3946,No,Air Miles,Letter,Low,One,No,High,Three,One,Four,Yes,317,284,398,372,214
3947,No,Points,Postcard,High,Two,No,Low,Three,One,Six,No,966,1588,1449,583,246
3948,No,Points,Postcard,Medium,Two,No,Low,One,One,Two,Yes,270,350,388,214,129
3949,No,Cash Back,Letter,Medium,Two,No,High,Three,One,Two,Yes,966,990,949,964,961
3950,No,Points,Letter,Medium,One,Yes,Medium,Four,One,Four,Yes,1042,1939,1387,667,177
3951,No,Cash Back,Letter,Medium,Two,No,Low,Two,One,Four,Yes,861,351,437,2113,546
3952,No,Air Miles,Letter,High,One,No,Medium,Three,Two,Four,Yes,1144,1916,1500,700,460
3953,No,Cash Back,Letter,High,One,No,High,Two,Two,Four,Yes,1072,1840,1417,624,408
3954,No,Points,Letter,Low,One,Yes,Low,Two,One,Four,No,709,579,875,606,777
3955,No,Points,Postcard,Medium,One,No,Medium,One,One,Five,Yes,1208,626,1263,1071,1875
3956,Yes,Points,Letter,Medium,One,Yes,Medium,One,One,Four,No,1166,1428,1610,869,757
3957,No,Air Miles,Letter,High,One,No,Medium,Two,One,Three,Yes,1243,384,1617,1718,1254
3958,No,Points,Letter,Medium,One,No,Medium,One,Two,Four,Yes,932,242,1060,991,1435
3959,No,Air Miles,Postcard,Medium,One,No,Low,One,Two,Four,Yes,982,245,1089,2144,453
3960,No,Cash Back,Letter,Low,One,No,Medium,Three,One,Four,Yes,750,721,721,747,813
3961,No,Air Miles,Postcard,High,One,No,Low,One,One,Two,No,1272,905,1306,1647,1233
3962,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Four,No,1056,1883,1279,566,497
3963,No,Cash Back,Postcard,Low,One,No,High,Two,Two,Five,Yes,1134,657,598,1773,1508
3964,No,Air Miles,Letter,High,One,No,Medium,Two,One,Three,No,1167,746,1756,1380,789
3965,No,Air Miles,Letter,High,One,No,Medium,Two,Two,Four,Yes,1110,339,1345,912,1846
3966,No,Air Miles,Postcard,Medium,One,No,Medium,Three,One,Three,Yes,164,48,137,192,279
3967,No,Points,Letter,Medium,One,No,Medium,Two,One,One,No,1579,1284,1686,1602,1745
3968,No,Cash Back,Letter,High,One,No,High,Two,One,Four,Yes,129,38,82,229,170
3969,No,Points,Letter,Medium,One,No,High,Two,One,Four,Yes,1233,849,1347,1312,1425
3970,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Three,Yes,1594,814,1852,1828,1885
3971,No,Cash Back,Letter,Medium,Two,Yes,Medium,Two,One,Three,Yes,943,1670,1341,616,145
3972,No,Air Miles,Postcard,High,Two,Yes,Low,Three,One,Three,Yes,318,370,196,313,393
3973,No,Points,Postcard,Medium,One,No,Low,One,One,Five,Yes,1314,2084,1310,1013,850
3974,No,Cash Back,Postcard,High,One,No,Medium,One,One,Five,Yes,1148,550,1572,1500,970
3975,No,Points,Letter,Low,Two,Yes,High,Four,One,Three,Yes,193,8,383,316,65
3976,No,Cash Back,Letter,Medium,One,No,Medium,Three,One,Two,Yes,1266,618,1154,1548,1746
3977,No,Air Miles,Letter,Low,One,No,High,Two,One,Four,Yes,659,525,547,684,881
3978,No,Cash Back,Postcard,Medium,One,No,High,One,One,Four,No,1047,222,1513,1810,644
3979,No,Cash Back,Postcard,Medium,One,No,High,One,One,One,Yes,780,789,666,922,746
3980,No,Air Miles,Postcard,High,One,No,Low,Two,Two,Five,No,1043,2127,943,826,276
3981,No,Cash Back,Postcard,Medium,One,No,High,Two,One,One,No,772,731,978,620,762
3982,No,Points,Postcard,Medium,One,Yes,High,One,One,Six,Yes,1213,731,1342,1752,1029
3983,No,Air Miles,Postcard,High,One,No,Low,One,One,Four,Yes,322,216,131,457,485
3984,No,Air Miles,Postcard,Low,One,No,Low,Two,One,Two,No,704,784,603,884,548
3985,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Four,Yes,1072,102,723,1886,1580
3986,No,Points,Letter,Low,One,No,Low,One,Two,Three,Yes,1104,839,1025,829,1725
3987,No,Air Miles,Letter,Medium,One,No,Medium,Two,One,Two,Yes,1044,487,1321,1571,800
3988,No,Points,Postcard,Medium,Three,No,Low,Two,One,Two,No,932,1509,1221,783,216
3989,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Five,No,1252,499,1334,1886,1290
3990,No,Cash Back,Letter,Medium,Two,No,Medium,One,One,Four,Yes,734,775,674,795,694
3991,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,1297,1476,1623,1353,739
3992,No,Cash Back,Letter,Medium,Two,No,High,One,One,Two,No,260,130,459,140,314
3993,No,Points,Postcard,High,One,No,High,Two,Two,Four,Yes,1239,945,1671,1598,745
3994,No,Cash Back,Postcard,Low,One,No,Low,Three,Two,Four,Yes,847,129,644,1001,1616
3995,No,Points,Postcard,Medium,One,No,Medium,Two,One,Three,Yes,709,704,909,650,575
3996,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Four,No,870,829,813,975,866
3997,No,Points,Postcard,Medium,One,No,Medium,Two,One,Five,Yes,249,441,261,277,19
3998,No,Cash Back,Letter,Medium,Two,No,Low,One,One,Three,No,1003,693,1794,1020,507
3999,No,Cash Back,Letter,Low,Two,No,High,One,One,Five,Yes,1103,428,1228,1911,848
4000,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Four,Yes,972,835,604,2003,449
4001,No,Cash Back,Letter,Medium,One,No,High,Two,One,Three,Yes,946,1656,1211,519,399
4002,No,Air Miles,Letter,Medium,Two,No,Medium,One,Two,Five,Yes,1095,879,1030,1184,1290
4003,No,Cash Back,Letter,Medium,One,No,High,One,One,Two,No,776,1234,807,428,635
4004,No,Points,Postcard,Medium,One,No,Low,Two,One,Five,Yes,1272,425,1244,2232,1189
4005,No,Air Miles,Letter,Low,One,No,Low,Two,One,Four,Yes,922,595,936,1407,752
4006,No,Points,Postcard,High,One,Yes,Medium,One,Two,Two,Yes,1082,1922,1315,746,347
4007,No,Air Miles,Postcard,Low,One,No,Low,Three,One,Two,No,1414,888,1459,2135,1176
4008,No,Air Miles,Postcard,Low,Two,No,High,Two,One,Four,No,802,1354,1063,572,222
4009,No,Air Miles,Letter,Medium,One,No,Medium,Three,Two,Five,No,1040,1721,1230,825,387
4010,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Three,Yes,1181,478,612,1555,2081
4011,No,Cash Back,Postcard,High,One,No,Low,Three,One,Five,No,1025,272,605,1699,1527
4012,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,Yes,647,853,541,519,675
4013,No,Air Miles,Letter,Medium,One,Yes,Low,Two,One,Three,Yes,945,1778,1069,645,291
4014,No,Air Miles,Postcard,Medium,One,No,Medium,Three,One,One,Yes,1210,863,1084,1503,1390
4015,No,Air Miles,Letter,High,One,No,Low,Three,One,Two,Yes,887,162,1083,1073,1233
4016,No,Air Miles,Letter,High,One,No,High,One,One,Three,Yes,786,834,720,993,598
4017,No,Points,Postcard,Medium,Three,Yes,Low,One,One,Three,No,889,1768,1149,635,5
4018,No,Air Miles,Letter,Low,Two,Yes,High,One,One,Four,Yes,866,1294,881,698,594
4019,No,Cash Back,Letter,Low,One,Yes,High,Two,One,Four,Yes,1504,1083,1683,1549,1704
4020,Yes,Air Miles,Postcard,Low,One,No,Medium,Two,One,Four,Yes,1136,1733,1238,849,726
4021,No,Points,Postcard,Low,One,No,Low,Three,One,Six,Yes,1027,354,617,1145,1993
4022,No,Points,Postcard,Low,Two,No,Low,Two,Two,Four,Yes,1303,749,1527,1370,1566
4023,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Three,No,1095,150,1580,1300,1350
4024,No,Points,Letter,Medium,One,No,Medium,Two,One,Six,Yes,231,218,293,222,192
4025,No,Points,Letter,Low,Two,No,High,Two,Three,Three,Yes,958,1739,1472,583,38
4026,No,Points,Postcard,Medium,One,No,Low,Two,One,Four,No,602,791,503,554,561
4027,No,Air Miles,Letter,High,One,No,Medium,One,Two,Three,Yes,652,537,838,702,533
4028,No,Cash Back,Letter,High,Two,No,High,One,One,Three,Yes,1072,288,989,1001,2010
4029,No,Cash Back,Letter,Medium,One,No,Medium,Two,One,Four,No,1147,637,1187,1040,1726
4030,No,Cash Back,Postcard,Medium,Three,No,Medium,Four,Two,Four,No,267,281,350,64,373
4031,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Four,Yes,273,368,33,434,259
4032,No,Air Miles,Letter,Medium,One,Yes,High,Three,One,Four,Yes,729,820,511,745,840
4033,No,Points,Postcard,Medium,Two,No,High,Two,One,Three,Yes,994,1915,1043,576,442
4034,No,Air Miles,Letter,High,One,Yes,Medium,Four,Two,Two,No,1139,203,1270,1329,1757
4035,No,Cash Back,Postcard,High,Two,Yes,High,Two,One,Four,Yes,716,666,718,644,839
4036,No,Points,Postcard,Medium,One,No,High,Two,One,Two,Yes,967,1822,1210,537,301
4037,Yes,Air Miles,Postcard,Medium,Two,No,Low,Two,One,Four,Yes,1264,618,1199,1527,1714
4038,No,Points,Letter,Medium,Two,No,Low,One,One,Three,No,986,781,924,1694,547
4039,No,Points,Postcard,High,One,No,Medium,Two,One,Five,No,953,566,1504,900,843
4040,No,Air Miles,Postcard,High,Two,No,High,One,One,Five,No,1267,458,1397,1775,1439
4041,No,Points,Letter,Low,Two,Yes,Low,One,One,Two,Yes,725,779,595,730,797
4042,No,Cash Back,Postcard,Medium,One,No,Medium,Two,One,Three,No,1329,748,757,1758,2054
4043,No,Cash Back,Letter,Medium,Two,No,Medium,Three,One,Five,No,1231,233,1316,1289,2088
4044,No,Cash Back,Letter,High,One,No,High,Three,One,Four,Yes,1083,1578,1445,945,364
4045,No,Cash Back,Postcard,High,One,No,High,One,One,Four,No,1168,679,826,1463,1706
4046,No,Air Miles,Postcard,Medium,Two,No,High,One,One,Three,Yes,1239,1506,1369,1113,970
4047,No,Air Miles,Postcard,High,Two,Yes,High,Four,One,Four,Yes,885,33,765,1130,1612
4048,No,Points,Letter,Low,One,No,Medium,Three,One,Three,Yes,1003,1809,1175,611,419
4049,No,Air Miles,Postcard,High,Two,No,High,Four,One,Five,Yes,620,771,571,576,562
4050,Yes,Cash Back,Postcard,Medium,One,No,Low,Two,Two,Six,Yes,1242,470,1393,2044,1064
4051,No,Air Miles,Postcard,High,One,No,Low,Two,One,Two,Yes,1409,969,1155,1623,1891
4052,No,Air Miles,Postcard,Medium,One,No,Low,Four,Two,Six,Yes,1144,370,1539,1320,1350
4053,No,Air Miles,Postcard,Medium,One,No,Low,Two,One,Three,No,786,857,807,882,599
4054,No,Air Miles,Postcard,Medium,Three,No,Low,Two,One,Five,No,1210,640,1714,1842,644
4055,No,Air Miles,Postcard,Medium,One,Yes,High,Two,One,Three,Yes,928,1610,1009,772,322
4056,No,Points,Postcard,Medium,One,No,Medium,Two,Three,Three,Yes,746,609,592,909,874
4057,No,Air Miles,Letter,Medium,Two,No,Low,Two,One,Six,Yes,1061,1319,1364,1075,487
4058,Yes,Points,Postcard,Low,One,No,Low,One,One,Four,Yes,205,431,160,222,8
4059,No,Points,Postcard,High,One,No,Low,Two,One,Five,Yes,759,717,800,563,956
4060,No,Cash Back,Postcard,Medium,One,No,Medium,One,One,Four,No,170,160,107,107,309
4061,No,Points,Postcard,Medium,Two,No,High,Two,Two,Four,No,1280,1437,1857,1072,756
4062,No,Air Miles,Letter,Low,One,Yes,Medium,Two,Two,One,Yes,1163,525,1444,1486,1200
4063,No,Air Miles,Letter,High,Two,No,Medium,Two,One,Four,Yes,778,846,602,965,699
4064,No,Points,Letter,Low,One,No,Low,Two,One,Two,Yes,1061,1849,1466,632,300
4065,No,Points,Letter,Medium,Two,Yes,Medium,One,One,Three,No,1107,1130,1581,991,728
4066,No,Air Miles,Letter,Medium,One,No,Low,Two,One,Four,No,670,516,591,753,821
4067,No,Points,Letter,Medium,One,No,Medium,Two,Two,Two,Yes,757,599,978,931,520
4068,No,Cash Back,Postcard,Low,One,No,High,Two,One,Four,Yes,1032,1822,1171,959,176
4069,No,Points,Letter,High,One,No,Low,Three,One,Three,Yes,197,81,209,206,294
4070,No,Points,Letter,Medium,One,No,Low,Two,One,Four,No,1078,1604,1320,952,438
4071,No,Points,Postcard,Medium,One,No,Low,Two,One,Five,Yes,1383,454,1290,1704,2084
4072,No,Points,Postcard,Medium,Two,No,Low,One,Three,Three,Yes,1137,877,678,814,2179
4073,No,Air Miles,Postcard,Medium,Two,No,High,Two,One,Five,Yes,973,1843,1075,526,451
4074,No,Points,Letter,Medium,One,No,Medium,One,One,Two,Yes,1745,1763,1657,1763,1798
4075,No,Air Miles,Letter,Low,One,No,Low,One,One,Five,No,241,311,214,108,334
4076,No,Air Miles,Postcard,Medium,Two,No,High,Two,One,Six,No,1270,412,1427,1856,1385
4077,No,Points,Letter,Low,Two,No,High,One,One,Three,Yes,1013,1738,1166,804,344
4078,No,Cash Back,Letter,Medium,Two,No,High,Two,One,Five,No,1118,2020,1545,681,226
4079,No,Air Miles,Letter,High,One,No,Low,Two,One,Three,Yes,1354,1975,1591,1060,793
4080,No,Cash Back,Letter,Medium,One,No,Low,One,Two,Three,Yes,999,507,1271,1691,530
4081,No,Air Miles,Letter,Medium,One,No,Medium,Four,One,Three,No,1217,917,1589,1340,1024
4082,No,Cash Back,Postcard,High,One,No,Medium,Two,One,Three,Yes,988,1911,1027,829,188
4083,No,Points,Letter,Low,One,No,Low,Two,One,Four,Yes,781,759,739,926,702
4084,No,Points,Letter,Medium,One,No,Medium,Two,One,Two,Yes,1214,1841,1390,1216,409
4085,No,Cash Back,Postcard,Medium,One,Yes,Low,Two,Two,Five,Yes,1419,660,1801,2020,1195
4086,No,Points,Letter,Medium,One,No,Medium,Two,One,Five,Yes,1008,1077,856,1320,779
4087,No,Cash Back,Letter,Low,One,No,Medium,Three,Three,Three,Yes,209,36,214,328,261
4088,Yes,Air Miles,Postcard,Medium,One,No,High,Two,Two,Three,No,931,307,606,1379,1434
4089,No,Cash Back,Letter,Low,One,No,Medium,One,One,Three,Yes,670,290,803,842,745
4090,No,Points,Postcard,High,One,No,Medium,Two,One,Three,No,1364,814,1650,1904,1091
4091,No,Cash Back,Letter,Medium,Two,No,Medium,Two,One,Two,Yes,907,1798,1067,733,31
4092,No,Air Miles,Postcard,Low,Two,No,High,One,One,Three,Yes,1292,988,1384,1583,1215
4093,No,Points,Letter,Low,One,No,Medium,One,One,Two,Yes,239,62,302,320,273
4094,No,Cash Back,Postcard,Medium,One,No,High,Two,One,Three,Yes,904,1583,1289,713,34
4095,Yes,Points,Postcard,High,One,No,Low,One,One,Four,Yes,834,951,937,629,821
4096,No,Cash Back,Letter,Medium,One,Yes,Low,Two,One,Four,Yes,1165,819,1423,1360,1060
4097,No,Air Miles,Letter,Medium,One,No,Low,One,One,Three,Yes,1018,58,1828,1651,537
4098,No,Cash Back,Letter,High,One,No,High,Three,One,Two,No,1101,716,782,895,2011
4099,No,Cash Back,Postcard,High,One,No,Low,Two,One,Two,Yes,1219,816,867,1733,1461
4100,No,Air Miles,Postcard,Medium,Two,No,High,One,One,Four,No,917,1559,1499,536,75
4101,No,Air Miles,Postcard,Medium,Two,No,Medium,Two,One,Three,Yes,609,702,600,524,613
4102,No,Air Miles,Letter,High,One,No,Medium,Two,One,Four,No,814,286,927,1247,796
4103,No,Cash Back,Postcard,Low,One,No,High,Two,One,Four,Yes,727,214,631,1431,632
4104,No,Air Miles,Letter,Low,One,No,Low,Two,One,Three,No,1008,1308,1060,1003,662
4105,No,Cash Back,Letter,Medium,One,No,Medium,One,One,Two,Yes,1052,609,1341,1358,903
4106,No,Points,Postcard,Medium,One,No,Low,Three,One,Two,Yes,757,970,565,941,553
4107,No,Points,Postcard,Medium,One,No,Low,Three,One,Five,Yes,1309,326,1272,1466,2173
4108,No,Air Miles,Postcard,Low,One,No,High,Two,Two,Three,No,1515,1454,1318,2275,1016
4109,No,Cash Back,Letter,Medium,One,No,Low,One,One,One,No,1053,1833,1111,777,494
